Origin,Distance_Result
5567278,0.036971
5567361,0.172036
5567401,0.25478
5568799,0.137325
5569167,0.28
5569302,0.210304
5569464,0.571163
5571405,0.190893
5572393,0.236467
5578843,0.195879
5579147,0.21959
5579629,0.180464
5580236,0.119953
5580648,0.240286
5581272,0.479527
5581273,0.08645
5581442,0.43427
5582283,0.128784
5588253,0.155188
5588684,0.094478
5590387,0.391481
5590400,0.04826
5590966,0.111537
5591612,0.030638
5593205,0.583791
5593679,0.199494
5593725,0.175782
5593975,0.22033
5594865,0.09203
5594883,0.16427
5598465,0.083398
5600260,0.178953
5601147,0.139845
5602027,0.127897
5602200,0.248599
5602369,0.120686
5604005,0.049412
5604704,0.148366
5605209,0.062099
5605790,0.42645
5605822,0.140481
5606308,0.475403
5611893,0.258527
5613334,0.173684
5615835,0.222127
5616298,0.250484
5618341,0.104174
5619149,0.116174
5621141,0.009439
5623799,0.005333
5624616,0.18737
5624807,0.030575
5625386,0.212353
5626601,0.199781
5627418,0.148251
5627944,0.146058
5628539,0.080109
5629953,0.246169
5631916,0.178822
5632551,0.040077
5636395,0.135572
5638270,0.086172
5638792,0.071309
5638917,0.574039
5640394,0.216439
5641644,0.069658
5641857,0.198504
5642982,0.10027
5646613,0.267898
5647213,0.285852
5647416,0.417494
5649163,0.219236
5649580,0.180826
5649623,0.209476
5651523,0.207048
5651679,0.252041
5651944,0.131495
5652403,0.093524
5652542,0.080666
5652946,0.221306
5656458,0.170817
5656639,0.224383
5659180,0.070137
5659204,0.110631
5659417,0.196241
5659666,0.251157
5660972,0.139308
5661080,0.173417
5661276,0.473408
5661603,0.065061
5661631,0.24911
5663222,0.229258
5670038,0.056135
5670672,0.122821
5671103,0.13628
5671922,0.208819
5672196,0.141681
5672288,0.27956
5672471,0.113027
5672615,0.340065
5672704,0.26294
5678143,0.366561
5679129,0.025353
5679557,0.102879
5679938,0.041936
5681611,0.172657
5681742,0.156767
5681745,0.233114
5684147,0.18211
5684940,0.315913
5690007,0.110327
5691347,0.046651
5691755,0.038115
5692492,0.153764
5692807,0.083498
5692870,0.195078
5693978,0.197956
5694862,0.189647
5695055,0.188786
5695509,0.092418
5695523,0.378107
5695566,0.174296
5697062,0.070268
5697237,0.243711
5697517,0.312431
5697556,0.125199
5699348,0.136683
5705775,0.022363
5706202,0.533645
5706280,0.217654
5707711,0.161089
5707888,0.032905
5708360,0.365411
5715049,0.084899
5717355,0.25411
5717674,0.17796
5718494,0.024125
5718935,0.02914
5719742,0.111666
5720133,0.083713
5720569,0.047525
5720988,0.132786
5725154,0.052174
5726139,0.293043
5726773,0.187067
5727093,0.0795
5727850,0.345946
5728014,0.144868
5728500,0.25208
5728502,0.132312
5728806,0.105244
5729118,0.149899
5729222,0.234427
5729530,0.415501
5735314,0.400945
5735323,0.035005
5735447,0.179956
5736059,0.121823
5736925,0.097943
5737678,0.192616
5737759,0.538541
5738785,0.671117
5739031,0.255354
5742615,0.091421
5742795,0.091102
5743959,0.04616
5746781,0.146722
5748301,0.131651
5749147,0.212463
5749382,0.28433
5749889,0.063956
5756241,0.274685
5756464,0.200006
5756476,0.301209
5756643,0.175934
5756767,0.287342
5757333,0.183281
5757509,0.461864
5758234,0.142535
5760510,0.065354
5760776,0.117479
5761032,0.010385
5761564,0.098967
5762947,0.987788
5763191,0.154342
5766499,0.09155
5766895,0.257614
5769218,0.181763
5770283,0.071
5770483,0.256833
5771361,0.131031
5771366,0.785563
5771655,0.15719
5773199,0.095393
5774245,0.102689
5779471,0.57171
5779752,0.368196
5783307,0.295359
5783517,0.284108
5783899,0.099836
5783925,0.089585
5784146,0.320142
5784897,0.107888
5789606,0.168838
5790990,0.470671
5791540,0.087611
5791707,0.228453
5792144,0.12697
5792453,0.11348
5793707,0.099768
5794806,0.08767
5796405,0.107851
5797398,0.394625
5803068,0.554985
5803875,0.101282
5804170,0.22805
5804184,0.109797
5804451,0.136067
5805232,0.219911
5805561,0.028119
5806273,0.052625
5806416,0.083802
5806687,0.238937
5806803,0.412481
5806817,0.151217
5806829,0.093476
5811254,0.536633
5811500,0.129683
5812875,0.136174
5816130,0.28649
5816145,0.397683
5816151,0.324904
5818551,0.102185
5821886,0.208025
5823337,0.110187
5823579,0.089999
5824543,0.157939
5825173,0.019272
5825911,0.139618
5826468,0.089963
5826475,0.15666
5826518,0.156867
5826700,0.155078
5831012,0.419841
5833530,0.182178
5834668,0.594352
5838858,0.264537
5839029,0.147252
5840936,0.260644
5842819,0.026593
5845124,0.042574
5846050,0.309654
5846654,0.172283
5846745,0.050276
5847182,0.146462
5847724,0.223063
5847793,0.131759
5848422,0.21042
5848515,0.058437
5849386,0.110655
5849810,0.104187
5849991,0.928643
5850040,0.148956
5850148,0.130257
5850978,0.054672
5851054,0.138035
5856685,0.135001
5856760,0.185895
5857212,0.361549
5857515,0.267465
5857519,0.217933
5857692,0.085543
5858505,0.086029
5858757,0.097219
5859030,0.239114
5860123,0.283821
5861303,0.205951
5861963,0.262521
5866656,0.15008
5869197,0.402895
5870127,0.382586
5871372,0.15724
5872177,0.148063
5873309,0.094746
5873714,0.111659
5874326,1.092504
5875384,0.167354
5878382,0.151373
5881122,0.274463
5881858,0.132127
5882068,0.172835
5882725,0.142869
5883159,0.25144
5883655,0.244405
5885101,0.245023
5885201,0.324638
5885280,0.378504
5885396,0.318326
5885402,0.41731
5885542,0.283103
5889379,0.17207
5891777,0.2248
5892693,0.388295
5892733,0.656054
5893277,0.672193
5894720,0.178114
5894824,0.14138
5895056,1.193182
5895082,1.092594
5897622,0.232127
5899598,0.554338
5902510,0.18048
5903889,0.085328
5904098,0.059486
5904178,0.206968
5904490,0.055984
5904522,0.116853
5904538,0.249595
5905128,0.165391
5905501,0.241169
5913433,0.159108
5915351,0.103574
5916713,0.158184
5917209,0.168654
5917563,0.107931
5917687,0.051664
5918053,0.142436
5918356,0.039869
5919646,0.07885
5925343,0.107309
5925550,0.11069
5926854,0.045334
5926953,0.57935
5927152,0.064002
5928949,0.13582
5931103,0.324964
5931824,0.134034
5932543,0.130636
5934108,0.298002
5934255,0.131757
5935275,0.012883
5936796,0.118955
5939328,0.239687
5940268,1.308353
5940868,0.156247
5940920,0.206634
5941888,0.067889
5942962,0.086109
5943770,0.112165
5944460,0.488708
5944801,0.097027
5945548,0.139226
5946137,0.204687
5954466,0.230038
5956257,0.138803
5957111,0.33086
5958299,0.069743
5965198,0.335963
5965946,0.096131
5967998,0.175427
5977676,0.157465
5978999,0.26041
5979675,0.187762
5985742,0.106405
5986444,0.242574
5990045,0.678873
5990467,0.307486
5991434,0.238006
5991641,0.406197
5991675,0.226944
5992438,0.458011
5993541,0.128204
5998890,0.085728
5998978,0.038284
5999786,0.090228
6000709,0.598169
6000785,0.011772
6000868,0.153712
6000898,0.208195
6002382,0.202275
6004052,0.15186
6004200,0.204703
6004567,0.043458
6004786,0.082015
6005231,0.314951
6005868,0.176367
6005910,0.421675
6006387,0.149809
6006603,0.35957
6006661,0.188517
6006711,0.248736
6006837,0.113173
6012187,0.073323
6013171,0.03129
6013186,0.308038
6014926,0.248687
6015754,0.259423
6018325,0.038826
6018589,0.111261
6019386,0.275718
6020044,0.067814
6020237,0.135774
6020382,0.185346
6021955,0.180749
6025389,0.08825
6026166,0.152943
6026546,0.248574
6027345,0.159365
6027485,0.284479
6027682,0.17659
6029332,0.033874
6029809,0.258531
6029987,0.093352
6031895,0.024475
6031904,0.059896
6033449,0.050039
6037761,0.183216
6040757,0.236733
6041875,0.253801
6042335,0.125409
6042635,0.195099
6043199,0.048163
6043671,0.252032
6043733,0.222561
6044268,0.229424
6044964,0.140565
6045055,0.061412
6045917,0.489795
6046877,0.458052
6048412,0.044476
6048583,0.19712
6051044,0.080945
6051782,0.061063
6051856,0.178127
6052119,0.192197
6052129,0.032759
6054194,0.219633
6054400,0.303474
6054864,0.123439
6056028,0.110766
6059556,0.168454
6062060,0.095236
6063050,0.511742
6064471,0.154527
6065370,0.071752
6065778,0.039545
6066563,1.501542
6069703,0.354294
6070899,0.157835
6071347,0.061068
6071456,0.286367
6071870,0.139362
6072842,0.207863
6074676,0.054049
6074975,1.347147
6076202,0.027116
6077354,0.594342
6078234,0.098879
6078788,0.094955
6079079,0.829909
6079197,0.084859
6084475,0.023273
6085109,0.65069
6085932,0.161485
6087827,0.083324
6087959,0.16641
6088910,0.286574
6090186,0.325581
6091208,0.237785
6091224,0.078387
6091850,0.217752
6092607,0.151231
6093352,0.166031
6093459,0.113055
6094046,0.031995
6094708,0.121068
6099485,0.121299
6100514,0.187121
6101104,0.125594
6103146,0.095298
6103273,0.2323
6103774,0.310232
6104187,0.18593
6104542,0.147776
6104951,0.133265
6105140,0.40953
6105240,0.216986
6105342,0.126915
6106142,0.217066
6106445,0.146038
6106544,0.108707
6107289,0.059618
6107592,0.002537
6108021,0.067298
6114161,0.054484
6114353,0.127617
6115275,0.033898
6115341,0.211219
6117178,0.060818
6117496,0.030651
6121052,0.057092
6121300,0.154531
6124097,0.0066
6128992,0.152682
6129158,0.058038
6130145,0.029597
6131266,0.091001
6131580,0.077702
6131606,0.094019
6132230,0.189931
6132646,0.229192
6133150,0.196844
6134199,0.187917
6134906,0.044436
6138423,0.007146
6140695,0.095409
6141401,0.098717
6141561,0.188559
6142960,0.291005
6145124,0.055437
6145637,0.104362
6146081,0.824
6146783,0.09219
6149507,0.465423
6150778,0.222473
6151450,0.058803
6152725,1.140388
6155072,0.076677
6155857,0.029002
6155877,0.166418
6156278,0.293982
6156319,0.173867
6156442,0.463427
6157276,1.245345
6161282,0.213944
6163657,0.113995
6164719,0.143766
6165032,0.064003
6165564,0.460515
6167683,0.111389
6167817,0.062243
6168331,0.228713
6168663,0.034075
6169068,0.211944
6169172,0.471908
6169335,0.234467
6169897,0.041934
6169981,0.157913
6170979,0.136949
6171211,0.232528
6179073,0.941467
6179500,0.279909
6180121,0.19681
6180741,0.178605
6180762,0.119373
6181131,2.117739
6182580,0.246167
6184748,0.16057
6184827,0.095951
6184855,0.155115
6185426,0.228879
6185599,0.131722
6185629,0.011578
6185880,0.166205
6187204,0.1328
6188014,0.171319
6188022,0.043439
6192999,0.056416
6195564,0.134199
6196265,0.381471
6196354,0.236315
6196860,0.207183
6197119,0.295452
6197134,0.103089
6197915,0.113284
6198343,0.221536
6198636,0.01714
6200613,0.151776
6200692,0.267234
6201730,0.098998
6201914,0.15461
6208002,0.211478
6208855,0.062851
6209084,0.185813
6209147,0.251989
6209619,0.153681
6209799,0.350575
6209994,0.204595
6210050,0.582358
6215083,0.088465
6216318,0.118884
6220514,0.428892
6220699,0.109186
6221877,0.222828
6223929,0.068572
6224336,0.034158
6225501,0.249173
6225766,0.039676
6225935,0.064209
6225968,0.040088
6225974,0.360505
6226327,0.226712
6226794,0.198529
6227027,0.053753
6227341,0.201855
6227680,0.35561
6227871,0.2416
6228461,0.24219
6232987,0.504266
6233779,0.395246
6233819,0.256775
6234096,0.525265
6234329,0.336426
6236181,0.083775
6237065,0.349457
6237443,0.130875
6237974,0.198372
6238281,0.401385
6239508,0.231928
6239643,0.047495
6242355,0.146302
6242600,0.064988
6243991,0.018166
6244089,0.117499
6244461,0.287373
6245408,0.030975
6245521,0.34288
6245792,0.446603
6246010,0.397318
6246559,0.358034
6246681,0.231795
6247104,0.128833
6247466,0.408872
6248093,0.269232
6248335,0.159572
6249050,0.092658
6249100,0.041926
6249465,0.128483
6249740,0.280495
6252815,0.158031
6253399,0.159859
6255407,0.11997
6255597,0.124767
6256470,0.225729
6257586,0.054863
6257715,0.173843
6258983,0.143156
6259928,0.254133
6259989,0.263969
6260442,0.045798
6261696,0.283251
6261890,0.014492
6261971,0.157889
6262339,0.242915
6262496,0.072648
6262536,0.055684
6262562,0.644096
6262645,0.084932
6262821,0.161035
6263101,0.257135
6268515,0.103767
6269439,0.227626
6269517,0.203418
6269608,0.207576
6269610,0.18795
6269646,0.519045
6269808,0.115965
6269945,0.057205
6269968,0.478394
6271152,0.019632
6272125,0.312219
6272181,0.139032
6273469,0.346533
6273500,0.137711
6274181,0.109439
6277476,0.176853
6278513,0.412885
6279160,0.200257
6283028,0.096732
6283933,0.143723
6284582,0.061445
6285403,0.267378
6285844,0.235709
6286253,0.196896
6286307,0.212926
6287961,0.053363
6288004,0.305435
6290301,0.610169
6290988,0.034116
6291371,0.106968
6291454,0.098685
6291568,0.14186
6292309,0.376373
6292334,0.186706
6292828,0.207124
6292866,0.912716
6292893,0.318626
6297266,0.283046
6300353,0.064278
6300424,0.057571
6300809,0.132865
6301965,0.107594
6302159,0.105795
6302423,0.226473
6302460,0.499913
6302996,0.095702
6303109,0.415777
6303611,0.19385
6303845,0.237495
6304002,0.305299
6304307,0.145478
6304803,0.329066
6304928,0.395944
6305027,0.065606
6305553,0.156129
6309328,0.306771
6311716,0.184991
6311978,0.101026
6313624,0.198981
6314148,0.101886
6314794,0.096731
6315050,0.070457
6315659,0.353514
6316005,0.097253
6316121,0.290187
6316666,0.390627
6316786,0.019102
6321475,1.076444
6322937,0.370264
6323445,0.183742
6323975,0.202226
6324190,0.140442
6325210,0.273398
6326345,0.122914
6326410,0.134523
6326568,0.066846
6326582,0.123914
6326681,0.09789
6326865,0.033632
6326959,0.197789
6327222,0.390102
6327529,0.206379
6328046,0.174526
6328175,0.045805
6328394,0.208007
6329973,0.098272
6330321,0.528062
6331598,0.431307
6332130,0.187896
6333850,0.29898
6333994,0.084117
6334236,0.228249
6334292,0.067238
6334492,0.064343
6334808,0.213759
6335490,0.106669
6336480,1.761077
6336738,0.275231
6336834,0.087084
6337725,0.147271
6338068,0.253852
6342741,0.010144
6343619,0.067408
6343641,0.071944
6343837,0.045614
6344926,0.125507
6344936,0.241339
6345234,0.124694
6345728,0.078268
6346456,0.092701
6346496,0.121102
6346662,0.069957
6347548,0.581939
6347713,0.079277
6347729,0.16773
6348548,0.193994
6348972,0.247814
6349111,0.148675
6349524,0.234138
6355217,0.997156
6356070,0.151972
6356359,0.221961
6356366,0.197801
6357058,0.112346
6357128,0.19404
6357527,0.200018
6358723,0.019996
6359111,0.131154
6359266,0.049589
6360224,0.250299
6360639,0.08031
6361102,0.159575
6361204,0.338976
6362061,0.144467
6362227,0.228561
6362662,0.250605
6363059,0.059246
6363796,0.116105
6364086,0.140022
6364117,0.095923
6364150,0.131532
6364280,0.223927
6364324,0.195045
6364404,0.00877
6364807,0.173381
6370032,0.158131
6370773,0.201425
6370889,0.103836
6371191,0.159813
6371373,0.23795
6371504,0.172671
6371593,0.00305
6371890,0.043687
6373379,0.168073
6373582,0.114017
6373770,0.342078
6373790,0.125
6374545,0.11949
6375124,0.247999
6375331,0.26554
6376345,0.03482
6376487,0.409418
6376606,0.145405
6377161,0.205661
6377384,0.065779
6377624,0.137623
6377669,0.145018
6378298,0.037131
6380118,0.150748
6380761,0.09903
6384275,0.040232
6384383,0.097593
6384560,0.221375
6384622,0.007306
6385039,0.34271
6385364,0.050002
6385547,0.275191
6386823,0.155617
6387739,0.256315
6388315,0.07703
6388721,0.286665
6389473,0.314981
6390092,0.371654
6390777,0.239671
6391062,0.130978
6391286,0.237025
6391465,0.39648
6395425,0.262723
6395433,0.366519
6397059,0.273637
6397592,0.23764
6397963,0.063995
6398715,0.319301
6399305,0.064801
6399885,0.126774
6400055,0.168877
6400170,0.122583
6400255,0.099899
6400482,0.301626
6400649,0.113697
6401500,0.214338
6401592,0.207919
6402424,0.089776
6402712,0.513067
6402807,0.027139
6403485,0.1883
6403755,0.116037
6403795,0.14989
6404584,0.187235
6405859,0.118959
6407534,0.072731
6408849,0.173005
6410511,0.169182
6410814,0.106391
6410924,0.150733
6412693,0.147393
6416714,0.083425
6420850,0.219802
6421011,0.252705
6421335,0.084555
6421429,0.279339
6421799,0.240076
6422511,0.710832
6422762,0.13323
6422875,0.343624
6423521,0.138105
6423589,0.111332
6423799,0.170685
6424227,0.234586
6424961,0.21236
6425712,0.176695
6425751,0.295121
6425850,0.134224
6426032,0.235744
6426292,0.2065
6428482,0.202584
6428581,0.118897
6428913,0.322104
6428942,0.090411
6429905,0.739522
6432836,0.044043
6433445,0.024126
6433621,0.833007
6436433,0.119484
6437014,0.153394
6437262,0.318819
6437347,0.39801
6438239,0.217785
6438254,0.183479
6438456,0.209695
6443330,0.337189
6444554,0.173765
6445126,0.204421
6445173,0.196825
6445656,0.080421
6447136,0.146364
6447332,0.380204
6447797,0.038046
6449002,0.181486
6449238,0.200261
6449718,0.329884
6450118,0.342237
6450240,0.228386
6450252,0.194922
6450408,0.197574
6450457,0.224698
6451892,0.107369
6452019,0.205986
6452027,0.173288
6452138,0.140763
6452188,0.200981
6452251,0.137577
6452585,0.311695
6452764,0.017185
6452788,0.04576
6452940,0.168035
6457121,0.098035
6457367,0.339758
6458979,0.198837
6459617,0.046999
6460353,0.095435
6460927,0.110567
6461245,0.360068
6461789,0.296425
6462046,0.111131
6462078,0.166714
6462454,0.148962
6462513,0.395974
6462549,0.356072
6463098,0.16614
6464881,0.195004
6466301,0.123506
6466590,0.054811
6467264,0.142122
6467509,0.050824
6467744,0.127877
6467905,0.215665
6470740,0.108661
6471117,0.179175
6472275,0.323398
6473307,0.138533
6474699,0.243199
6476242,0.176276
6476333,0.212281
6476426,0.006404
6477272,0.032735
6477558,0.1941
6477586,0.122774
6478141,0.149414
6478214,0.089894
6478459,0.195941
6479559,0.047273
6479956,0.138991
6480490,0.374873
6480685,0.200423
6481924,0.222197
6484983,0.384578
6487196,0.07446
6487933,0.108069
6489828,0.482174
6491278,0.09535
6492185,0.409747
6492190,0.178151
6492449,0.107813
6492778,0.243578
6492864,0.260029
6493181,0.206844
6493288,0.012863
6493737,0.254566
6494256,0.212148
6499058,0.204659
6499870,0.096538
6500246,0.244596
6501082,0.387576
6501996,0.191729
6502493,0.035525
6502954,0.180176
6504972,0.216091
6505898,0.245913
6505927,0.501165
6506449,0.090527
6507084,0.456536
6509338,0.213544
6509750,0.063403
6511675,0.205303
6512429,0.171206
6512929,0.228181
6515562,0.289238
6515686,0.164485
6516344,0.228465
6519873,0.127764
6520350,0.199619
6522849,0.38524
6522938,0.890767
6523409,0.14766
6524806,0.16884
6525622,0.545319
6525765,0.100409
6528040,0.174039
6528046,0.344746
6528060,0.147533
6528103,0.368017
6534409,0.0145
6536719,0.3202
6536744,0.053376
6538963,0.14495
6539114,0.171719
6539778,0.066916
6540907,0.079289
6541214,0.178545
6541532,0.093396
6542603,0.262886
6542818,0.108877
6542929,0.335573
6543312,0.070387
6543581,0.107241
6543852,0.13691
6544347,0.143198
6544899,0.177329
6545310,0.151916
6545519,0.112404
6546016,0.035731
6550596,0.181605
6553257,0.595333
6553559,0.076443
6553874,0.093743
6554833,0.175979
6554879,0.206101
6555262,0.202968
6555427,0.197997
6555586,0.505629
6555997,0.064055
6556848,0.103154
6557289,0.45253
6558125,0.089871
6558729,0.016753
6559453,0.250412
6559615,0.116338
6559926,0.287492
6559985,0.054716
6560055,0.166447
6560165,0.198014
6560257,0.004708
6560459,0.289732
6561328,0.229391
6561509,0.032185
6567114,0.108021
6568523,0.231308
6569350,0.190507
6570517,0.23971
6570718,0.027634
6571039,0.041593
6571441,0.299843
6571890,0.251238
6572344,0.038501
6572570,0.187059
6573055,0.189209
6574353,0.164611
6574537,0.138864
6574595,0.360892
6575471,0.171608
6576327,0.122237
6576336,0.440355
6581248,0.172173
6582117,0.044971
6582467,0.286607
6584448,0.101883
6585028,0.102938
6585852,0.17226
6586663,0.124289
6588947,0.219142
6589412,0.231671
6590549,0.112289
6590569,0.028411
6590570,0.185234
6594861,0.272393
6595943,0.909603
6596747,0.152021
6596927,1.050177
6597854,0.021037
6598334,0.163523
6598376,0.242171
6598624,0.093977
6599302,0.131958
6599689,0.11152
6599950,0.018845
6601120,0.399372
6601194,0.251651
6601284,0.165562
6601606,0.097569
6601683,0.202576
6603534,0.414732
6603756,0.150511
6607833,0.228515
6608246,0.093869
6608666,0.32508
6609293,0.197622
6609871,0.13789
6610244,0.01819
6610516,0.202791
6610629,0.086114
6611547,0.077871
6611557,0.150956
6611592,0.415809
6611652,0.153762
6611774,0.109013
6612664,0.275673
6612737,0.382775
6612744,0.067339
6612941,0.166514
6613106,0.045384
6613154,0.151292
6613354,0.0566
6614604,0.107999
6619100,0.106193
6619187,0.299676
6619589,0.294193
6619797,0.061099
6619984,0.119691
6620407,0.016129
6620911,0.076558
6622389,0.084379
6625406,0.321305
6626581,0.280556
6626894,0.203372
6627016,0.186415
6627254,0.172457
6627553,0.180182
6627650,0.405715
6627668,0.140823
6627752,0.308745
6627931,0.373414
6628117,0.204329
6628193,0.151224
6628493,0.229714
6631351,0.204813
6633613,0.077262
6635179,0.07754
6635985,0.075684
6636389,0.109595
6636906,0.196177
6636968,0.04832
6636993,0.202075
6637311,0.022094
6638042,0.243215
6638377,0.038799
6638446,0.179268
6638539,0.272721
6639120,0.126437
6642187,0.127447
6643716,0.104646
6644449,0.124779
6644669,0.117161
6645224,0.108459
6645263,0.378553
6645963,0.464822
6646009,0.113671
6646365,0.311665
6647114,0.066557
6649555,0.183844
6650704,0.226329
6651156,0.170116
6652170,0.376277
6652353,0.202142
6652755,0.238957
6653095,0.210928
6654081,0.26065
6654202,0.350062
6654304,0.139298
6654323,0.073847
6654984,0.228186
6655786,0.292191
6656441,0.033816
6656567,0.233212
6657134,0.136552
6657454,0.139909
6658870,0.259605
6659165,0.274509
6659371,0.275726
6660046,0.154216
6660117,0.042698
6660330,0.077179
6660373,0.23331
6660511,0.214994
6660518,0.299054
6660816,0.450176
6661923,0.274717
6662112,0.116407
6662241,0.079585
6662422,0.040412
6662487,0.179549
6662511,0.321447
6662967,0.196303
6669443,0.20081
6670191,0.220793
6671082,0.2079
6672758,0.072118
6672812,0.02405
6673630,0.119721
6673638,0.15396
6674155,0.125663
6674342,0.225169
6674363,0.092681
6674482,0.187115
6676250,0.2879
6676383,0.235171
6677647,0.074278
6678082,0.180063
6678277,0.193379
6678351,0.238829
6679063,0.319295
6680201,1.274958
6684189,0.234455
6684697,0.234833
6685873,0.030815
6686140,0.08162
6686165,0.033937
6686332,0.133247
6687933,0.196252
6688119,0.241532
6688617,0.104899
6688780,0.044377
6689548,0.063931
6690696,0.115398
6691625,0.127796
6691723,0.158157
6692213,0.090998
6692573,0.365364
6692574,0.284295
6692633,0.120568
6692975,0.117882
6693052,0.126106
6693403,0.03667
6693612,0.104059
6698963,0.043889
6699725,0.077388
6699912,0.226723
6700860,0.241566
6701706,0.149951
6702693,0.092274
6703091,0.311804
6703106,0.231566
6704000,0.131686
6705158,0.109625
6705558,0.283358
6705604,0.008021
6705606,0.350402
6706074,0.41799
6706494,0.055759
6706703,0.071385
6709867,0.16015
6711306,0.10924
6712530,0.110518
6712618,0.127324
6713005,0.227454
6713521,0.232124
6713742,0.09838
6713821,0.031032
6713911,0.008275
6716066,0.181898
6716154,0.321316
6716160,0.078783
6716199,0.08736
6716444,0.226174
6716695,0.15166
6717053,1.24703
6717309,0.322075
6717544,0.287338
6717607,0.374366
6718257,0.556067
6718383,0.570786
6719207,0.579974
6722799,0.235386
6723207,0.290958
6725463,0.239379
6726337,0.248471
6726361,0.337785
6726702,0.224103
6728550,0.051389
6729568,0.009839
6729589,0.102148
6730056,0.175016
6730582,2.287459
6731170,0.104914
6731373,0.012677
6731463,0.251754
6731564,0.146973
6731830,0.262555
6732446,0.146436
6733512,0.358553
6737048,0.318309
6737815,0.393328
6738207,0.142266
6738524,0.122286
6739145,0.562387
6741023,0.305498
6741094,0.096495
6742680,0.177047
6743346,0.135373
6743935,0.046908
6746003,0.756538
6747106,0.132576
6747193,0.34592
6747308,0.400279
6747685,0.022318
6747958,0.039837
6748032,0.367896
6748711,0.150303
6748933,0.011816
6748952,0.18365
6749285,0.188536
6749837,0.27969
6750178,0.301175
6750443,0.34125
6751450,0.141451
6757821,0.151869
6758846,0.211959
6758849,0.196024
6759052,0.405287
6759264,0.101814
6759527,0.206471
6760295,0.203537
6760353,0.235765
6760893,0.238501
6761084,0.061471
6761717,0.206693
6761985,0.379597
6763899,0.241155
6764316,0.138074
6764999,0.286292
6765697,0.251326
6765965,0.206685
6766169,0.182771
6766259,0.191186
6766662,0.17461
6766875,0.417573
6766894,0.230213
6766908,0.135717
6767047,0.312595
6767603,0.062786
6767911,0.129075
6768399,1.140759
6769535,2.243036
6775098,0.132389
6775943,0.259073
6776230,0.344722
6776698,0.273845
6776711,0.274938
6777603,0.150606
6778776,0.077961
6779136,0.353041
6780285,0.245957
6781648,0.155846
6782407,0.134799
6782841,0.324462
6783518,0.195457
6784171,0.168413
6784207,0.20631
6784378,0.188431
6784406,0.158855
6784669,0.086189
6784807,0.222096
6784873,0.273328
6784908,0.160709
6786181,0.651821
6786761,0.151421
6787310,0.121277
6791173,0.175029
6792415,0.310526
6792702,0.280682
6792888,0.187226
6794912,0.111811
6795252,0.263311
6795568,0.138917
6795657,0.181729
6796530,0.144275
6797129,0.136175
6797564,0.19243
6797905,0.246043
6798068,0.385269
6798811,0.500659
6799118,0.465265
6799130,0.485108
6799692,0.209687
6799814,0.134134
6799895,0.218884
6799932,0.140797
6799944,0.123661
6799957,0.115995
6799999,0.147262
6800277,0.227042
6800548,0.32002
6800576,0.039353
6800858,0.326774
6804319,0.291278
6805817,0.213221
6806165,0.132312
6806282,0.168044
6807079,0.160769
6807281,0.042462
6807871,0.160021
6808818,0.225379
6809332,0.308631
6812061,0.521554
6812270,0.268939
6812456,0.085533
6812690,0.329434
6812717,0.261247
6812924,0.27042
6813041,0.132526
6813226,0.035134
6820048,0.446074
6820637,0.12136
6821839,0.313144
6821978,0.192455
6822519,0.129526
6822854,0.308236
6823578,0.137503
6824996,0.317891
6827028,0.472687
6829632,0.276226
6829746,0.168198
6829990,0.143994
6831518,0.124018
6832599,0.322406
6833000,0.041064
6833049,0.079027
6833395,0.056224
6833755,0.108136
6833911,0.24261
6834972,0.320828
6835487,0.301743
6836485,0.234031
6837529,0.177001
6843145,0.160981
6845877,0.230146
6846956,0.434532
6847053,0.270898
6849332,0.053854
6850752,0.298634
6850801,0.3463
6851685,0.252834
6851700,0.114051
6852315,0.146529
6852731,0.038306
6853271,0.058805
6853661,0.128846
6853752,0.042815
6853761,0.131658
6854013,0.322282
6854221,0.103812
6854372,0.253849
6854404,0.053286
6855514,0.434755
6860656,0.098848
6862191,0.09617
6862482,0.03438
6862600,0.101675
6863691,0.278323
6863948,0.126848
6864482,0.104228
6865053,0.132003
6865662,0.330141
6866040,0.187998
6866061,0.242266
6866397,0.105498
6866960,0.125326
6867325,0.07976
6869363,0.182529
6869940,0.632631
6871251,0.053546
6871600,0.057562
6879485,0.100004
6880873,0.148202
6880990,0.246181
6881827,0.185668
6882689,0.122783
6883096,0.057311
6883404,0.087109
6884147,0.195941
6884254,0.212569
6884509,0.192225
6884647,0.133642
6884974,0.189722
6885369,0.208057
6885767,0.074426
6885805,0.040206
6886371,0.180161
6887405,0.253122
6887755,0.040814
6892731,0.14152
6895056,0.114307
6895123,0.302518
6896715,0.126172
6897911,0.170354
6898240,0.179174
6898600,0.236064
6899995,0.296585
6900168,0.291132
6901401,0.116879
6901484,0.092159
6901734,0.181066
6901856,0.112084
6902147,0.203109
6902855,0.189138
6908140,0.439832
6908209,0.037474
6908837,1.17468
6909447,0.18371
6909615,0.103975
6910072,0.228188
6911965,0.123835
6912211,0.191115
6913023,0.232207
6913240,0.216578
6913431,0.277996
6913773,0.016469
6913795,0.187555
6913969,0.053637
6914268,0.298041
6914516,0.33198
6915467,0.135192
6919797,0.342983
6919971,0.151872
6921004,0.335495
6921831,0.040107
6921974,0.161508
6921984,0.065491
6922490,0.315814
6922505,0.074134
6922758,0.206504
6923000,0.232972
6923161,0.058031
6924363,0.045311
