Origin,Distance_Result
15100256,0.059402
15100760,0.245226
15100883,0.15407
15101577,0.460669
15102026,0.417835
15106603,0.216881
15107136,0.201469
15107952,0.020714
15110120,0.030648
15111011,0.209964
15111300,0.086516
15113377,0.275866
15113479,0.080666
15114181,0.115397
15114265,0.299982
15114433,0.199433
15114512,0.231109
15114550,0.248673
15114715,0.189491
15114935,0.171662
15115143,0.463887
15115382,0.279013
15115532,0.248909
15116599,0.224615
15122925,0.143763
15125599,0.05357
15126304,0.228772
15126360,0.20075
15126483,0.347411
15126686,0.106589
15126948,0.205323
15128456,0.341458
15129261,0.251586
15130158,0.461276
15131279,0.300957
15131952,0.068743
15132151,0.435586
15132221,0.149889
15133055,0.227239
15133087,0.084452
15133612,0.102212
15133721,0.485885
15133923,0.041856
15133972,0.094217
15134876,0.150363
15140447,0.064717
15140627,0.072334
15141661,0.148897
15141938,0.038042
15142409,0.049342
15142578,0.37688
15144105,0.251388
15144127,0.25475
15145285,0.127841
15147021,0.024413
15147943,0.272246
15149137,0.143551
15149187,0.188549
15149560,0.12223
15149591,0.211543
15150240,0.046464
15154905,0.126098
15156627,0.268127
15158194,0.135731
15158791,0.857888
15159731,0.299179
15159758,0.228283
15160268,0.309348
15160791,0.084334
15162388,0.044085
15164526,0.116372
15165888,0.220548
15166481,0.422124
15166520,0.090855
15173557,0.094543
15174230,0.215191
15175161,0.073951
15176641,2.004618
15177242,0.139961
15177635,0.136284
15178725,0.325799
15178929,0.02964
15178955,0.296319
15179994,0.550562
15180279,0.129737
15181451,0.18581
15181459,0.069452
15182188,0.235736
15182306,0.00329
15187369,0.323685
15188621,0.236404
15188738,1.010784
15189516,0.057581
15189639,0.213355
15190865,0.170895
15191179,0.509101
15191225,0.155577
15191740,0.157807
15191882,0.191368
15192362,0.141903
15194011,2.363706
15194855,0.080475
15195093,0.141873
15195491,0.467457
15196650,0.288863
15203342,0.104586
15204218,0.161985
15204878,0.21736
15205915,0.173645
15206157,0.147523
15206272,0.234538
15206331,0.18186
15206607,0.194296
15206836,0.2107
15206909,0.082567
15207725,0.276546
15215887,0.044716
15216398,0.135098
15216399,0.234397
15216703,0.071871
15216895,0.079336
15218066,0.18456
15218299,0.203223
15218342,0.029492
15218579,0.174157
15218699,0.18217
15219855,0.043878
15220143,0.074104
15221767,0.157318
15221833,0.124955
15222861,0.221393
15222972,0.1312
15223434,0.065714
15226075,0.015227
15226875,0.170564
15229456,0.391516
15229619,0.523561
15230053,0.449344
15230339,0.499408
15230576,0.412435
15230938,0.392108
15232708,0.050799
15232776,0.225591
15233134,0.067442
15233387,0.038394
15233592,0.027295
15234201,0.07151
15234755,0.157371
15234771,0.118581
15235535,0.063957
15238184,0.072775
15238740,0.209403
15241968,0.04448
15246070,0.071291
15247262,0.212808
15248135,0.183941
15248948,0.062638
15249063,0.234178
15249671,0.087721
15250033,0.262861
15250168,0.141463
15250435,0.262005
15252848,0.06226
15253135,0.19129
15253883,0.31533
15255254,0.116922
15256150,0.215454
15257524,0.178872
15259634,0.803161
15260962,0.129691
15261309,0.276182
15261353,0.238787
15262831,2.98255
15266254,0.040551
15266302,0.070323
15268575,0.197289
15268654,0.210167
15268792,0.282567
15271865,0.058189
15271897,0.064032
15273936,0.356518
15280873,0.260522
15282119,0.853536
15282411,0.149092
15284819,0.170653
15285181,0.081427
15286036,0.14812
15286645,0.248985
15286858,0.080974
15287016,0.088173
15288601,0.159097
15288813,2.133039
15289231,0.024415
15289766,0.111151
15294943,0.113864
15296557,0.086394
15296957,0.072062
15297194,0.268496
15297704,0.113089
15297862,0.246538
15298236,0.034359
15299630,0.28333
15299748,0.141257
15301499,0.057405
15301517,0.113809
15301748,0.143074
15301964,0.08717
15301966,0.323568
15302149,0.355353
15303092,0.040965
15307603,0.244244
15307735,0.095933
15308451,0.215774
15308517,0.048177
15309572,0.146563
15310116,0.194642
15310417,0.161564
15310580,0.358841
15311253,0.238439
15311733,0.118746
15311833,0.147501
15312128,0.091974
15314054,0.110321
15314886,0.188865
15321266,0.127877
15321861,0.641167
15323284,0.111299
15324045,0.234241
15325255,0.163029
15326614,0.210057
15327553,0.154578
15327611,0.493464
15328018,0.040211
15328237,0.072825
15328242,1.068228
15328271,1.250364
15329520,1.364668
15333336,0.160402
15334973,0.248435
15336596,0.146356
15337711,0.230756
15338155,0.065286
15339227,0.330987
15340613,0.120124
15340649,0.232439
15340854,0.175529
15341726,0.18589
15342056,0.150686
15342164,1.299955
15342457,0.086253
15342701,0.0354
15344255,0.266944
15344495,0.141766
15344749,0.226511
15345019,0.088308
15345313,0.295223
15347268,0.007563
15349655,0.161217
15354260,0.426388
15355243,0.190764
15355575,0.099419
15355844,0.059815
15356132,0.388128
15356673,0.031871
15357493,0.213251
15357503,0.243731
15358881,0.14119
15359119,0.221237
15360220,0.236526
15360248,0.437795
15360364,0.3054
15360687,0.005737
15360787,0.134138
15361785,0.145761
15363266,0.185011
15367894,0.15964
15370219,0.183521
15374564,0.253051
15374777,0.062822
15374796,0.17106
15377187,0.145571
15377407,0.087341
15377806,0.191231
15378469,0.213998
15378960,0.127466
15379480,0.200091
15379574,0.243458
15379923,0.201299
15381675,0.263924
15391726,0.119032
15392689,0.248198
15393322,0.248167
15393637,0.04885
15394295,2.03946
15394503,0.338215
15394525,0.178762
15395942,0.258394
15396328,0.267699
15396351,0.04151
15397048,0.484867
15397893,0.348743
15399008,0.231664
15399031,0.14634
15405532,0.40331
15406357,0.103915
15409309,0.337415
15411277,0.058251
15411327,0.127029
15411945,0.100389
15411988,0.333075
15419574,0.189345
15420038,0.147534
15421244,0.153931
15421279,0.248781
15422083,0.095595
15422352,0.190501
15423388,0.465518
15423552,0.204263
15423623,0.122034
15423725,0.11004
15423731,0.169844
15423923,0.03114
15423962,0.094049
15425744,0.301987
15430782,0.138857
15431463,0.027054
15433822,0.114944
15435714,1.169708
15435899,0.070318
15436384,0.109557
15436402,0.094888
15436666,0.1405
15436800,0.404548
15436836,0.270095
15436871,0.184855
15437413,0.039742
15437906,0.386437
15437922,0.238314
15438016,0.204637
15444619,0.062851
15445427,0.073914
15446631,0.040447
15447048,0.36966
15447090,0.307482
15447148,0.205138
15449415,0.542589
15449434,0.133
15450257,0.168392
15450724,0.429567
15450848,0.237393
15452258,0.12636
15452878,0.097102
15452971,0.367214
15453102,0.038503
15453848,0.097331
15453985,0.213789
15454216,0.360149
15454775,0.045141
15455305,0.20253
15455678,0.125839
15460904,0.156569
15461512,0.408362
15462051,2.899386
15462208,0.197203
15462245,0.322811
15464934,0.181387
15465050,0.025595
15467130,0.145461
15468038,0.246938
15468765,0.240945
15469541,0.519105
15469963,0.430572
15470122,0.798313
15470678,0.147887
15470951,0.113476
15473730,0.325557
15474504,2.312198
15475362,0.204315
15476467,0.144196
15476794,2.180605
15477385,0.123894
15478604,0.163757
15480133,0.285735
15481609,0.342416
15481730,0.206763
15482081,0.419418
15482082,0.099752
15482512,0.276771
15482966,0.25507
15483201,0.323118
15483662,0.332269
15484888,0.024662
15484901,0.222899
15485880,0.489232
15486072,0.136025
15492502,0.3281
15492561,0.103237
15493096,0.14294
15493595,0.185508
15494542,0.19078
15494796,0.301294
15494968,0.077078
15495132,0.254537
15495202,0.172095
15495356,0.06108
15495441,0.203406
15495653,0.158002
15495897,0.108947
15496314,0.521351
15496496,0.321148
15496616,0.380711
15497088,0.507431
15497229,0.500081
15497406,0.473758
15497568,0.02207
15497673,0.489387
15497821,0.387832
15498370,0.392857
15500135,0.057105
15500460,0.165773
15501506,0.009912
15505535,0.411475
15506009,0.202592
15506908,0.123798
15507375,0.863993
15507436,0.159289
15508132,0.040305
15508399,0.210282
15509545,0.007233
15509546,0.012667
15510233,0.231764
15510279,0.098646
15511681,0.271312
15511695,0.209582
15511749,0.067606
15513127,0.990796
15517104,0.145771
15517755,0.422403
15518025,0.189829
15519679,0.21451
15520060,0.047287
15520503,0.11431
15520792,0.379989
15521674,0.052352
15522627,0.058177
15523119,0.238518
15523281,0.224257
15527416,0.109952
15528972,0.104279
15529123,0.311665
15529336,0.085415
15529937,0.076934
15531089,0.147716
15531352,0.354967
15531889,0.168041
15532430,1.014993
15535079,0.1355
15535391,0.194196
15535864,0.086055
15536769,0.160165
15537258,0.159282
15538057,0.698022
15539709,0.166942
15542745,0.14547
15543090,0.351831
15543169,0.166755
15544672,0.20083
15545469,0.38917
15546982,0.301051
15548301,0.111339
15549056,0.268778
15550900,0.295154
15551245,0.229337
15552357,0.379082
15552862,0.033919
15552901,1.541074
15553495,0.067777
15553994,0.335091
15554154,0.107551
15559457,0.294844
15560258,0.075596
15560799,0.057659
15561163,0.380279
15562465,0.202038
15563361,0.129046
15563416,0.658756
15563563,0.16844
15564125,0.253408
15564955,0.048148
15565299,0.140446
15566106,0.360473
15568616,0.0632
15568740,0.052432
15569399,1.056536
15576821,0.326738
15581948,0.17264
15582096,0.117713
15582426,2.705544
15582683,0.066313
15585484,0.085405
15589099,0.10814
15591309,0.050546
15595648,0.115552
15595714,0.161815
15596521,0.076589
15596539,0.162029
15597119,0.295169
15597266,0.178767
15597600,0.514421
15598303,0.160158
15598367,2.320233
15598548,0.162054
15602953,0.128523
15603347,0.269729
15604499,1.080702
15604507,0.064004
15605295,0.094678
15606875,0.137655
15614302,1.234202
15615535,0.197381
15618325,0.05495
15618546,0.131075
15620823,0.064029
15620833,0.148361
15621557,0.12509
15624363,0.133103
15625492,0.246935
15625556,0.186392
15625579,0.316944
15627978,0.292727
15628789,0.051016
15629854,0.10851
15631921,0.543382
15632312,0.036823
15632470,0.114615
15632516,0.34283
15633510,0.159895
15633514,0.119641
15633727,0.124471
15634892,0.182761
15635167,0.158562
15635287,0.228421
15640345,0.21663
15641562,0.181449
15643425,0.252865
15644644,0.254811
15646546,0.150029
15646864,0.08219
15647143,0.173768
15647980,0.321114
15648008,0.27723
15648096,0.25109
15648413,0.202011
15648993,0.148024
15649021,0.485664
15655332,0.139307
15657915,0.054179
15658350,0.164207
15659634,0.190922
15659743,0.199212
15659791,0.242628
15660209,0.663974
15663344,0.118454
15663513,0.117325
15663543,0.247731
15663586,0.187243
15663603,0.17829
15663646,0.101359
15663653,0.325977
15664037,0.077931
15664673,0.098435
15665152,0.151729
15665469,0.298026
15665485,0.196991
15671751,0.078074
15672618,0.413764
15672772,0.054858
15675274,0.059402
15677846,0.102898
15678054,0.271135
15678122,0.123378
15678623,0.240089
15679326,0.309969
15681476,0.067228
15685669,0.046079
15686751,0.196575
15693063,0.118887
15693558,0.263812
15699791,0.270979
15699803,0.225056
15699850,0.126949
15700484,0.081294
15701072,0.107997
15701663,0.15005
15701672,0.128777
15702021,0.026331
15703294,0.014893
15703497,0.457464
15704180,0.086402
15704213,0.243827
15706724,0.091273
15706863,0.323419
15707188,0.169993
15709537,0.290479
15713028,0.085589
15713669,0.344262
15715221,0.17109
15715485,0.22882
15715486,0.342822
15715599,0.171779
15715946,0.261457
15716189,0.343744
15716633,0.234899
15717652,0.341705
15717865,0.564541
15718412,0.159221
15720448,0.142481
15720449,0.03308
15720498,0.252231
15720621,0.473733
15721022,0.283427
15721376,0.186323
15721683,0.09158
15721685,0.200924
15721847,0.074638
15725732,0.056526
15726990,0.090614
15728780,0.02937
15729325,0.146697
15732405,2.495485
15732669,0.025153
15732778,0.17582
15732919,2.657952
15733438,0.289979
15733597,0.370825
15733832,0.027217
15734642,0.160929
15734793,0.018606
15735169,0.185612
15735305,0.216198
15736079,0.166206
15736953,0.020435
15739930,0.083926
15740172,3.982003
15741448,3.984327
15742916,0.119553
15743151,0.078634
15745269,0.24708
15745411,0.229514
15745528,0.113641
15745537,0.060716
15746736,0.154468
15751495,0.468435
15753014,0.043744
15754561,0.078472
15755439,0.114794
15756117,0.261787
15756248,0.208678
15757847,0.272474
15758511,0.108996
15758526,0.075427
15758553,0.194869
15758640,0.276407
15761285,0.237594
15765350,0.46144
15767882,0.111389
15768540,0.201401
15769652,0.071846
15769964,0.495385
15770469,0.122532
15772067,0.168836
15772447,0.203187
15772473,0.092105
15772750,0.194664
15773388,0.139749
15773659,0.055764
15774003,0.301482
15774166,0.246062
15774210,0.1019
15774266,0.140209
15774629,0.075408
15775049,0.085515
15775237,0.248409
15777411,0.191319
15778177,0.207741
15781214,0.200916
15781324,0.328434
15781521,0.212742
15781578,0.302145
15782266,0.261577
15782300,0.155386
15783216,0.349042
15783413,0.22667
15783719,0.381151
15783766,0.100183
15783953,0.02645
15784377,0.1085
15784598,0.03085
15785088,0.267925
15785785,0.093124
15786428,0.367872
15787037,0.131368
15787042,0.199322
15787405,0.295463
15788050,0.237116
15788270,0.170673
15788312,0.197434
15789023,0.729074
15789384,0.038121
15789405,0.322099
15790071,0.144076
15790640,0.033864
15790816,0.112553
15790820,0.08582
15797693,0.446376
15797728,0.735027
15798809,0.512781
15798969,0.113791
15799563,0.284395
15799603,0.166178
15800258,0.247318
15800923,0.077952
15801194,0.098758
15801420,0.011544
15801639,0.236562
15802947,0.08252
15805025,0.294387
15805327,0.036495
15805694,0.304855
15806629,0.075415
15807946,0.709749
15813342,0.304782
15813866,0.257021
15813993,0.186694
15814037,0.250642
15814363,0.38651
15815905,0.184408
15816784,0.18642
15816930,0.039047
15817291,0.233249
15818145,0.079294
15818253,0.562919
15818608,0.27577
15818624,0.520954
15819031,0.669999
15819242,0.170596
15819665,0.169007
15819933,0.140413
15820512,0.106329
15821383,0.105514
15825854,0.058669
15827516,0.359975
15827538,0.149988
15828883,0.043477
15829202,0.117492
15830677,0.103288
15831005,0.573675
15831628,0.041583
15832098,0.108232
15832372,0.22889
15832702,0.141495
15832811,0.008383
15833015,0.070653
15833471,0.114068
15833574,2.701867
15834067,0.050096
15835247,0.498288
15839085,0.114771
15840089,0.168189
15840527,0.206998
15841513,0.118708
15842191,0.152068
15843671,0.33355
15844782,0.128422
15844840,0.104059
15845077,0.228982
15845215,0.183932
15845669,0.293809
15846039,0.571895
15851507,0.164677
15851599,0.077991
15853165,0.463419
15854348,0.125783
15854548,0.067367
15855156,0.272891
15855646,0.327482
15856339,0.2696
15857118,0.38438
15857259,0.090655
15857334,0.052806
15857916,0.218969
15857972,0.011142
15858680,0.155751
15858847,0.204356
15858922,0.062229
15859741,0.226413
15859962,0.148573
15860051,0.475151
15860528,0.72147
15861331,0.109248
15862199,0.71673
15865251,0.422064
15866121,0.174232
15866130,0.270158
15866496,0.145422
15867248,0.160495
15867800,0.339354
15868431,0.207981
15868654,0.094399
15870454,0.397759
15870976,0.154181
15872277,0.085259
15873841,0.209113
15874245,0.140288
15874648,0.246289
15875061,0.1454
15876032,0.059513
15881766,0.233582
15882274,0.094457
15884157,0.396202
15884886,0.309374
15885355,0.109456
15886369,0.142306
15887617,0.620167
15888227,0.273157
15888448,0.257203
15888785,0.149497
15888899,0.08234
15889590,0.345432
15890023,0.062959
15890547,0.497735
15894199,0.333996
15895829,0.026837
15896468,0.36178
15896529,0.075526
15899421,0.09356
15899432,0.124649
15902775,0.404005
15903188,0.185789
15910575,0.056443
15910664,0.13402
15911064,0.34151
15911137,0.02522
15911434,0.167149
15912452,0.022159
15913986,0.185736
15915152,0.329727
15916709,0.099473
15917098,0.287118
15917278,0.13966
15917981,0.037804
15918889,0.068871
15926847,0.056748
15926876,0.230917
15927071,0.135595
15927523,0.426055
15927695,0.257318
15928001,0.130689
15928351,0.225162
15928635,0.129193
15928774,0.210766
15928835,0.195818
15928889,0.04868
15929281,0.494967
15929625,0.065206
15930495,0.262875
15930602,0.214822
15930864,0.152665
15931762,0.234737
15936167,0.198705
15936959,0.282255
15937164,0.044389
15937310,1.120624
15938836,0.816922
15939056,0.805563
15939098,0.366171
15940176,0.386932
15940328,0.546087
15941474,0.178142
15942403,0.774062
15943090,0.052235
15943475,0.113706
15943497,0.065413
15944313,0.196005
15948069,0.144199
15949915,0.160963
15951107,0.233085
15952447,0.39014
15952702,0.08794
15952950,0.124384
15954073,0.402737
15954250,0.017247
15955297,0.028299
15955577,0.139288
15955940,0.100286
15955961,0.252953
15956155,0.167752
15956162,0.227861
15956772,0.057086
15956780,0.187259
15958090,0.046177
15958726,0.343607
15958841,0.195102
15961623,0.822212
15963447,0.400726
15963664,0.120257
15964171,0.268134
15964536,0.092633
15966074,0.096211
15966974,0.059112
15967392,0.104616
15968041,0.206645
15968094,0.295763
15968426,0.061815
15969097,0.253477
15969964,0.003085
15969978,0.161064
15970276,0.042685
15970318,0.115384
15970947,0.118268
15971062,0.205757
15971308,0.194172
15971342,0.116784
15972733,0.200931
15974141,0.584939
15974157,0.267728
15974364,0.131067
15975039,0.202612
15979856,0.174323
15980715,0.128943
15981196,0.253669
15981246,0.268286
15982208,0.231069
15982472,0.231265
15983139,0.378959
15983174,0.210705
15983444,0.133343
15984242,0.132245
15984446,0.130971
15984590,0.093268
15984809,0.168099
15984863,0.233938
15984877,0.037559
15984905,0.043907
15984984,0.027897
15985221,0.163093
15985264,0.051277
15985873,0.063397
15986033,0.076255
15986371,0.017074
15986677,0.066251
15986775,0.138134
15986856,0.089401
15987034,0.532384
15987217,0.268157
15987959,0.148458
15988392,0.373283
15988494,0.090696
15988664,0.47384
15989547,0.180633
15989608,0.151299
15990051,0.241587
15990199,0.149757
15990316,0.447718
15990572,0.268061
15992078,0.046207
15994498,0.123698
15995824,0.417084
15997148,0.140473
15997880,0.144048
15998138,0.130858
15998231,0.211439
15999129,0.21374
16000062,0.137431
16002841,0.096109
16002946,0.234767
16004740,0.077887
16004758,0.198123
16004776,0.269907
16004955,0.196309
16004977,0.571455
16005448,0.257592
16005960,0.132396
16009487,0.161036
16010302,0.256193
16010428,0.402063
16010783,0.539099
16011441,0.222328
16011595,0.193431
16012941,0.052584
16014578,0.043449
16014657,0.023092
16014708,0.068274
16014791,0.079135
16015053,0.392996
16015571,0.840759
16017948,0.159279
16018094,0.209369
16018596,0.123189
16019792,0.228621
16023497,0.340591
16024539,0.020428
16025835,3.057533
16026000,0.108785
16026135,0.165602
16026567,0.258
16026815,0.070478
16027312,0.189779
16027606,0.160385
16027709,0.249193
16027733,0.289088
16028015,0.040182
16028674,0.09237
16029127,0.10154
16032177,0.04333
16036569,0.178046
16036654,0.083762
16037130,0.176381
16037497,0.35972
16037576,0.162171
16037703,0.251977
16039453,1.073351
16040229,0.089611
16040987,0.370038
16041091,0.235311
16048422,0.170872
16050081,0.138781
16050276,0.154032
16050505,0.08501
16050862,0.150204
16051971,0.315848
16053606,0.119417
16054200,0.085076
16054225,0.179866
16054732,0.230954
16054883,0.186462
16055176,0.245004
16055506,0.942409
16056111,0.25681
16056317,0.275036
16056573,0.23571
16058082,0.489727
16062739,0.076164
16063467,0.17282
16063885,0.217702
16064539,0.285382
16065618,0.099092
16066223,0.126025
16066417,0.068613
16067542,0.15597
16067816,0.234589
16068067,0.187689
16068281,0.154942
16068953,0.291729
16069120,0.136526
16069784,2.114794
16069925,0.23991
16071397,0.075795
16072214,0.384348
16078800,0.340027
16081021,0.469265
16081134,0.062598
16081163,0.304565
16081508,0.058539
16082711,0.226868
16082923,0.159342
16083168,1.311585
16083752,0.367006
16085004,1.109208
16085088,1.35279
16085206,0.299535
16085227,0.22242
16085436,0.867668
16085817,0.139061
16086039,0.13938
16086320,0.165558
16086382,0.154314
16086891,0.127047
16086949,0.190927
16087249,0.221753
16087406,0.157807
16087737,0.244361
16095062,0.442891
16095115,0.053201
16095512,0.1747
16095875,0.199804
16096372,0.123538
16097336,0.077791
16097690,0.06937
16097822,0.076157
16098020,0.110314
16098175,0.076266
16099007,0.32465
16099666,0.201312
16100032,0.162698
16100652,0.089913
16100819,0.26951
16101054,0.119317
16103920,0.010237
16107664,0.026749
16108194,0.072076
16110204,0.126676
16111812,0.172123
16112503,0.145389
16112663,0.461604
16113712,0.240431
16113842,0.269806
16119492,0.362956
16119541,0.29434
16120533,1.200321
16120794,0.06409
16120840,0.072367
16122024,0.202307
16122082,0.059207
16122223,0.03045
16122441,0.243424
16123133,0.269027
16123657,0.105716
16123943,0.954786
16124987,0.243693
16130658,0.414622
16131672,0.121768
16132114,0.533302
16133101,0.026901
16133127,0.411208
16133543,0.323316
16134738,0.172039
16134745,0.276358
16135399,0.077826
16135897,0.32012
16136213,0.157676
16136287,0.074793
16140364,0.265795
16140940,0.251611
16141267,0.294309
16141887,0.161238
16143844,0.196531
16143905,0.246078
16143977,0.221143
16144479,0.044442
16144586,0.062434
16144596,0.189821
16145655,0.155565
16145871,0.252165
16145967,0.120909
16146442,0.029133
16146708,0.220679
16146834,0.19159
16147001,0.245456
16147164,0.110073
16147304,0.182071
16147405,0.358525
16148036,0.154834
16148051,0.347025
16148141,0.110906
16148374,0.225782
16148563,0.082339
16148691,0.074236
16148973,0.121824
16149186,0.700893
16153863,0.267784
16154699,0.218659
16154904,0.041766
16155648,0.261065
16156753,0.636985
16157387,0.121688
16157731,0.167274
16158270,0.179997
16158314,0.20181
16159444,0.057789
16159778,0.253671
16159901,0.183276
16160189,0.163651
16160621,0.253008
16160783,0.089445
16161688,0.483093
16161819,0.691189
16161888,0.06859
16161905,0.129756
16162247,0.224291
16162363,0.114889
16162621,0.069171
16162933,0.806688
16163275,0.126426
16163672,0.059642
16163725,0.110719
16163768,0.112009
16163874,0.205198
16164264,0.087873
16164399,0.161638
16164497,0.388695
16164613,0.376704
16164699,2.057767
16164856,0.527995
16165498,0.184121
16166989,0.156423
16170544,0.16438
16171293,0.428609
16171595,0.17032
16171868,0.101517
16172073,0.152328
16172162,0.117126
16172498,0.268953
16172895,0.074547
16173500,0.532525
16173564,0.175569
16174233,0.101234
16174929,0.208538
16175367,0.878206
16175456,0.063629
16175740,1.33243
16177263,0.050759
16177837,0.317616
16177970,0.184895
16178531,0.229424
16178928,0.237272
16179502,0.18357
16179862,0.223955
16180783,0.70007
16182780,0.020685
16185437,0.413229
16186828,0.201645
16189705,0.233756
16190110,0.051301
16190577,0.272687
16190902,0.087555
16191596,0.12662
16191889,0.060686
16191967,0.132754
16192835,0.070511
16193259,0.128852
16193729,0.107088
16193749,0.313571
16194283,0.144245
16194421,0.124143
16194651,2.087343
16194815,0.093672
16195143,0.122199
16199608,0.100366
16201857,0.046034
16201959,0.410693
16202083,0.173776
16202095,0.308926
16202302,0.099186
16202962,0.19538
16204030,0.190978
16204655,0.239847
16205027,0.119116
16205154,0.256811
16205219,0.260515
16205272,0.270477
16205431,0.044903
16205491,0.210446
16205941,0.025619
16206077,0.193171
16206313,0.210564
16206383,0.476728
16206794,0.034532
16206887,0.216973
16207381,0.20418
16208920,0.236297
16212477,0.260026
16212767,0.120848
16213157,0.141361
16213608,0.165668
16214199,0.911309
16214404,0.323459
16214854,0.345369
16215826,0.299632
16216301,0.570612
16217520,0.237221
16218094,0.088658
16219145,0.109744
16220849,0.051537
16221732,2.891519
16224040,0.34358
16224408,0.836598
16224523,0.164932
16226031,0.063396
16226066,0.279223
16226219,0.151373
16226427,0.062653
16227237,0.18014
16227469,0.188346
16227620,0.540862
16227708,0.373202
16227719,0.072458
16228346,0.159678
16228505,0.19982
16228697,0.266851
16229170,0.09298
16229583,0.897708
16229585,0.104069
16229699,0.160105
16230057,0.207836
16230255,0.342923
16230313,0.272986
16230581,0.115008
16230640,0.143654
16230905,0.487391
16232783,0.580819
16233577,2.58648
16236157,0.216419
16236939,0.107718
16237242,0.313108
16237773,0.044261
16238449,0.270443
16238569,0.195067
16238620,0.170053
16238779,0.297203
16239225,0.081428
16241319,0.10808
16241833,0.188005
16241951,0.277785
16242067,0.062919
16242292,0.242404
16242753,0.342344
16242765,0.451327
16243676,0.053272
16243823,0.122836
16243941,0.173046
16244096,0.108321
16244553,0.15523
16244634,0.412469
16244843,0.231284
16245005,0.247949
16248277,1.162569
16251345,0.255224
16251572,0.379715
16251715,0.152689
16251963,0.268886
16252722,0.132659
16252761,0.432537
16253053,0.156786
16253413,0.184379
16253465,0.039313
16254609,0.12058
16255284,0.270763
16256074,0.136771
16257739,0.09766
16257916,0.211967
16258672,0.06412
16258754,0.106978
16258784,0.013789
16259169,0.11505
16259438,0.17701
16259441,0.092432
16259629,0.13789
16259714,0.252334
16259787,0.233522
16260117,0.227623
16260353,0.182759
16260362,0.525617
16260496,0.082583
16261522,0.130827
16261570,0.541387
16267197,0.370865
16267803,0.213808
16268350,0.080143
16268781,0.083054
16268951,0.123757
16269161,0.083166
16269256,0.100068
16269344,0.238214
16269464,0.052959
16269989,0.093853
16270389,0.104493
16271051,0.045714
16271281,0.136232
16271447,0.072659
16271818,0.029305
16272419,0.236651
16273058,0.1516
16273143,0.077717
16273510,0.392764
16273526,0.023905
16274292,0.256475
16274520,0.089608
16274717,0.269187
16274836,0.220568
16274854,0.119461
16274966,0.219353
16275030,0.538183
16275257,0.15613
16275733,0.024162
16275767,0.11954
16275887,0.05096
16276172,0.157179
16276294,0.252339
16276632,0.973995
16276834,0.098752
16279328,0.486529
16280020,0.093527
16281547,0.244545
16282085,0.205277
16282091,0.235562
16283830,0.122989
16284453,0.100698
16284730,0.179572
16285996,0.232056
16287282,0.15701
16287863,0.135961
16287895,0.108672
16288234,0.262216
16288338,0.263246
16288598,0.172743
16288650,0.208948
16289001,0.542751
16289102,2.1083
16289203,0.49363
16289292,0.127445
16289476,0.137411
16289576,0.153777
16289973,2.066555
16290974,0.161021
16296071,0.221203
16296678,0.276505
16296973,0.146296
16297226,0.15152
16297227,0.400793
16297779,0.113866
16298489,0.252975
16298719,0.340517
16298763,0.332803
16299269,0.146447
16300101,0.02325
16300514,0.365823
16300644,0.266529
16300888,0.238995
16300982,0.160029
16301173,0.195296
16301294,0.384579
16301464,0.29095
16301899,0.178353
16302595,0.220701
16302869,0.189657
16308331,0.237656
16308886,0.080509
16309329,0.116694
16309452,0.266864
16309538,0.035932
16309579,0.143394
16309856,0.131862
16310046,0.277805
16310570,0.208514
16310798,0.13842
16310817,0.123024
16311386,0.190228
16311513,0.372399
16311527,0.044812
16311579,0.244167
16312490,0.048836
16312536,0.150971
16312966,0.153019
16312970,0.200091
16313098,0.278102
16313932,0.431526
16314114,0.106464
16314267,0.132812
16314419,0.054252
16314763,0.400991
16314871,0.384118
16314979,0.092634
16315292,0.102259
16315325,0.145892
16315491,0.297502
16315496,0.392568
16318720,0.244578
16319001,0.204229
16320520,0.32661
16320612,0.048691
16321223,0.108545
16321376,0.106851
16321573,0.072296
16321597,0.452424
16321789,0.186805
16322134,0.375362
16322481,0.192406
16322824,0.140059
16323227,0.45872
16323239,0.111724
16323461,0.202674
16323724,0.080928
16323731,0.350249
16324410,1.051306
16324411,1.100283
16325276,0.103405
16325588,0.154301
16325781,0.085068
16325899,1.149519
16328372,0.069832
16330110,1.007386
16330737,0.576643
16331234,0.021915
16331645,0.10815
16331969,0.071179
16332208,0.284312
16332242,0.20838
16333020,0.106311
16333075,0.502853
16333147,0.141762
16333353,0.041987
16333541,0.788148
16333607,0.158538
16333699,0.100945
16333776,0.346245
16334327,0.140518
16334336,0.184592
16334686,0.098983
16335101,0.298253
16335390,0.314411
16335618,0.210924
16336428,0.206254
16336497,0.311556
16336636,0.368368
16336686,0.873221
16336709,0.313725
16336860,0.366011
16336867,0.064575
16337047,0.45944
16337106,0.194861
16337271,0.161809
16337590,0.023758
16337890,0.289523
16338086,0.320898
16338143,0.185217
16338348,0.21636
16338454,0.057717
16339175,0.147591
16339429,0.164241
16341416,0.400926
16345072,0.252761
16346527,2.846598
16346945,0.141911
16347171,0.377242
16347965,0.236498
16348240,0.184082
16348791,0.009032
16349311,0.053293
16349645,0.326444
16349888,0.184956
16350271,0.126465
16350431,0.062863
16350500,0.21903
16350688,0.482717
16351193,0.078391
16352250,0.182674
16352484,0.283017
16352708,0.144706
16352907,0.195869
16352982,0.155875
16353229,0.037198
16353257,0.020974
16353458,0.178319
