ID,LATITUDE,LONGITUDE,ZIP
12006770,40.732730000,-73.986670000,10003
12007258,40.688130000,-73.957730000,11238
12007456,40.797410000,-73.938840000,10029
12009651,40.824500000,-73.942640000,10031
12009685,40.734770000,-73.980690000,10003
12009779,40.708430000,-73.969240000,11211
12009807,40.718690000,-73.991410000,10002
12015378,40.642300000,-74.012750000,11220
12017066,40.666760000,-73.929570000,11213
12019589,40.678900000,-74.001170000,11231
12019843,40.726590000,-73.978480000,10009
12020835,40.722960000,-73.983220000,10009
12021544,40.667340000,-73.942320000,11213
12022098,40.668010000,-73.987730000,11215
12022728,40.682680000,-73.996870000,11231
12022833,40.743910000,-73.995820000,10011
12025076,40.819420000,-73.942640000,10030
12025968,40.797960000,-73.939210000,10035
12026418,40.725260000,-73.859730000,11374
12028322,40.578040000,-74.010240000,11224
12028495,40.578570000,-74.010120000,11224
12028733,40.577740000,-74.010220000,11224
12032987,40.796630000,-73.948930000,10029
12034085,40.758570000,-73.989420000,10036
12034640,40.709220000,-73.952320000,11211
12037967,40.707660000,-73.952160000,11211
12038181,40.666330000,-73.935070000,11213
12038773,40.693050000,-73.908250000,11207
12039579,40.709110000,-73.829600000,11415
12039894,40.707640000,-73.831160000,11415
12040331,40.734260000,-73.994760000,10003
12050280,40.738440000,-73.992620000,10011
12050885,40.744850000,-73.875520000,11373
12050932,40.665050000,-73.952130000,11225
12051116,40.799820000,-73.961920000,10025
12052143,40.777130000,-73.977580000,10023
12052609,40.849150000,-73.933170000,10033
12053427,40.721530000,-73.887530000,11378
12053637,40.696190000,-73.969440000,11205
12054286,40.788070000,-73.974060000,10024
12054516,40.672920000,-73.940330000,11213
12054723,40.815740000,-73.948710000,10027
12055540,40.660990000,-73.960830000,11225
12056517,40.781150000,-73.946600000,10128
12056684,40.809700000,-73.942560000,10027
12063562,40.758270000,-73.988250000,10036
12064283,40.723990000,-73.991090000,10003
12064423,40.684640000,-73.950020000,11216
12067652,40.745070000,-73.994520000,10001
12069335,40.624620000,-73.955080000,11210
12070965,40.809800000,-73.921490000,10454
12070985,40.854960000,-73.934060000,10040
12071038,40.787840000,-73.949980000,10029
12071153,40.697640000,-73.949290000,11206
12071454,40.682600000,-73.904110000,11207
12072069,40.686850000,-74.001120000,11231
12078997,40.777100000,-73.977290000,10023
12079099,40.711710000,-73.988710000,10002
12079993,40.800310000,-73.958470000,10026
12081254,40.672980000,-73.955610000,11216
12081327,40.690110000,-73.966560000,11205
12082624,40.765710000,-73.983120000,10019
12082737,40.693630000,-73.950840000,11206
12083016,40.727160000,-73.982640000,10009
12083625,40.766260000,-73.983420000,10019
12083868,40.765360000,-73.981990000,10019
12084009,40.779240000,-73.949240000,10128
12084100,40.766420000,-73.983260000,10019
12084205,40.729660000,-73.984760000,10003
12085008,40.765670000,-73.983080000,10019
12085680,40.766660000,-73.983060000,10019
12086180,40.765110000,-73.983450000,10019
12086351,40.678340000,-73.966850000,11238
12086985,40.700450000,-73.916730000,11237
12087608,40.755470000,-73.995010000,10018
12087785,40.691060000,-73.965290000,11205
12088134,40.774330000,-73.948540000,10028
12088314,40.678330000,-73.962900000,11238
12088765,40.691680000,-73.957950000,11205
12089013,40.765450000,-73.981560000,10019
12089237,40.766780000,-73.983360000,10019
12089661,40.744910000,-73.995360000,10011
12089692,40.680500000,-73.946120000,11216
12089889,40.766300000,-73.983590000,10019
12090887,40.813100000,-73.960740000,10027
12091679,40.783420000,-73.973120000,10024
12092403,40.716970000,-73.962040000,11211
12092786,40.606550000,-73.952000000,11229
12093078,40.761560000,-73.991270000,10036
12093494,40.752370000,-73.987690000,10018
12095161,40.713700000,-73.996380000,10002
12095501,40.759150000,-73.999320000,10018
12095636,40.699930000,-73.925040000,11221
12096332,40.744200000,-73.987480000,10016
12099852,40.768560000,-73.925910000,11102
12102526,40.795650000,-73.965840000,10025
12105132,40.705000000,-74.006820000,10005
12106132,40.685920000,-73.939800000,11221
12106348,40.739740000,-74.000690000,10011
12106946,40.821190000,-73.955560000,10031
12107055,40.713900000,-73.956150000,11211
12108264,40.688230000,-73.933670000,11221
12108512,40.674580000,-73.942140000,11213
12109347,40.765060000,-73.982360000,10019
12109533,40.681580000,-73.957980000,11238
12110383,40.643190000,-73.967290000,11218
12110663,40.807260000,-73.951780000,10027
12110990,40.766570000,-73.982010000,10019
12111387,40.765370000,-73.982980000,10019
12113015,40.747490000,-73.988730000,10001
12113045,40.713340000,-73.960560000,11211
12113280,40.679880000,-73.926870000,11233
12113494,40.767200000,-73.969500000,10065
12113879,40.739490000,-73.998010000,10011
12114017,40.809030000,-73.921430000,10454
12114040,40.749390000,-73.982920000,10016
12114228,40.771170000,-73.958510000,10021
12114628,40.788900000,-73.972900000,10024
12114756,40.782160000,-73.983500000,10023
12115597,40.795460000,-73.964520000,10025
12122102,40.863990000,-73.923210000,10034
12125287,40.703500000,-74.007130000,10005
12129245,40.767030000,-73.916600000,11103
12129960,40.690550000,-73.920710000,11221
12130236,40.579410000,-73.848440000,11694
12130620,40.826000000,-73.943140000,10031
12131147,40.735520000,-74.006150000,10014
12132022,40.681240000,-73.996010000,11231
12132427,40.733750000,-73.987040000,10003
12132772,40.819280000,-73.909330000,10456
12133132,40.712510000,-73.988900000,10002
12133746,40.817250000,-73.909290000,10455
12134113,40.819110000,-73.909390000,10456
12135851,40.675930000,-73.942910000,11213
12135856,40.616450000,-74.031080000,11209
12136198,40.747710000,-73.987270000,10001
12145189,40.767350000,-73.985780000,10019
12145578,40.652060000,-73.961490000,11226
12145875,40.700090000,-73.905050000,11385
12145887,40.821270000,-73.956690000,10031
12147723,40.704330000,-74.007820000,10005
12148081,40.712650000,-73.965740000,11211
12148215,40.804220000,-73.954950000,10026
12151638,40.680990000,-73.963430000,11238
12153428,40.674090000,-73.926070000,11213
12153709,40.802370000,-73.943700000,10035
12154621,40.675640000,-73.954490000,11216
12155351,40.727720000,-73.979780000,10009
12155460,40.792260000,-73.972990000,10025
12156078,40.725920000,-73.990260000,10003
12166897,40.796360000,-73.943420000,10029
12166912,40.728270000,-73.986300000,10003
12167152,40.739710000,-73.998290000,10011
12167819,40.764520000,-73.928040000,11106
12167857,40.695740000,-73.951500000,11206
12168087,40.707190000,-73.914140000,11385
12168212,40.682020000,-73.889430000,11207
12169531,40.693150000,-73.964120000,11205
12170307,40.717070000,-73.958590000,11211
12170991,40.799020000,-73.960430000,10025
12171619,40.765930000,-73.981200000,10019
12171671,40.749710000,-73.995330000,10001
12172457,40.745450000,-73.981130000,10016
12173205,40.707240000,-73.912280000,11385
12173904,40.789420000,-73.967680000,10025
12174580,40.679890000,-73.918170000,11233
12174966,40.767400000,-73.955590000,10021
12175508,40.731850000,-73.984310000,10003
12177276,40.788640000,-73.974520000,10024
12181485,40.684590000,-73.964990000,11238
12181549,40.712790000,-73.994450000,10002
12184165,40.782300000,-73.980810000,10024
12184956,40.720990000,-73.945660000,11222
12185578,40.808070000,-73.948680000,10027
12186043,40.667140000,-73.958190000,11225
12186697,40.725990000,-73.944340000,11222
12187800,40.696190000,-73.992960000,11201
12188651,40.743690000,-73.995710000,10011
12188721,40.690210000,-73.910190000,11207
12189652,40.684800000,-73.934710000,11221
12190495,40.687620000,-73.956040000,11216
12190880,40.796100000,-73.963000000,10025
12191010,40.587340000,-73.799710000,11692
12191116,40.799810000,-73.960970000,10025
12191735,40.705380000,-74.006640000,10005
12192216,40.790730000,-73.946690000,10029
12196647,40.694380000,-73.947260000,11206
12202225,40.691880000,-73.947420000,11216
12202511,40.715320000,-73.993430000,10002
12204161,40.694530000,-73.994230000,11201
12205049,40.671120000,-73.735290000,11422
12205604,40.588590000,-73.793800000,11692
12206029,40.680220000,-73.926730000,11233
12206323,40.788210000,-73.949270000,10029
12209944,40.682640000,-73.942380000,11216
12210323,40.640620000,-73.947330000,11226
12210448,40.707070000,-73.913840000,11385
12210730,40.689790000,-73.942990000,11221
12211018,40.688600000,-73.941530000,11221
12212943,40.781730000,-73.946210000,10128
12220661,40.852640000,-73.929760000,10040
12221970,40.594910000,-73.788510000,11692
12222304,40.766760000,-73.957530000,10021
12223159,40.728370000,-73.999520000,10012
12223531,40.707510000,-73.954410000,11211
12223866,40.688820000,-73.959690000,11238
12224443,40.684450000,-73.921420000,11233
12225502,40.726370000,-73.976820000,10009
12225838,40.713940000,-73.949950000,11211
12226927,40.645280000,-73.976210000,11218
12227008,40.709520000,-73.955670000,11211
12227645,40.583410000,-73.816500000,11693
12228023,40.776310000,-73.955600000,10028
12228640,40.686960000,-73.950940000,11216
12228859,40.776190000,-73.951060000,10028
12230361,40.668770000,-73.933180000,11213
12230921,40.719300000,-73.957310000,11211
12230928,40.507080000,-74.242850000,10307
12230978,40.697060000,-73.974220000,11205
12231254,40.749790000,-73.829110000,11355
12231304,40.703070000,-73.917650000,11237
12231331,40.706110000,-73.939660000,11206
12231443,40.702650000,-73.917010000,11237
12233692,40.669460000,-73.953060000,11225
12234139,40.771160000,-73.987960000,10019
12234835,40.718770000,-73.989130000,10002
12236124,40.745940000,-73.917270000,11104
12242301,40.766860000,-73.981980000,10019
12242672,40.830860000,-73.944780000,10032
12243378,40.765390000,-73.983480000,10019
12243556,40.805140000,-73.963490000,10025
12243947,40.680810000,-73.989450000,11231
12245906,40.799200000,-73.967920000,10025
12247741,40.776850000,-73.957270000,10028
12249359,40.763220000,-73.990050000,10019
12249461,40.638770000,-74.019930000,11220
12250653,40.688100000,-73.962810000,11238
12251481,40.702440000,-73.944210000,11206
12252035,40.727050000,-73.987870000,10003
12252205,40.725530000,-73.988310000,10003
12252513,40.708450000,-73.967420000,11211
12252583,40.686450000,-73.966910000,11238
12252993,40.673300000,-73.912350000,11233
12253338,40.834980000,-73.948010000,10032
12253809,40.852800000,-73.941140000,10033
12254118,40.722320000,-73.994330000,10012
12254147,40.787710000,-73.941970000,10029
12265378,40.719090000,-73.984730000,10002
12266323,40.750010000,-73.977390000,10016
12267015,40.784000000,-73.971480000,10024
12267599,40.820330000,-73.943580000,10030
12267734,40.728380000,-73.985390000,10003
12268056,40.698970000,-73.927050000,11221
12269953,40.691770000,-73.925090000,11221
12271309,40.727950000,-73.985670000,10003
12272376,40.594130000,-73.789910000,11692
12272850,40.742050000,-73.978280000,10016
12273048,40.762370000,-73.982850000,10019
12273688,40.694140000,-73.928770000,11221
12274576,40.680910000,-73.943920000,11216
12274662,40.700620000,-73.927850000,11221
12274909,40.634560000,-74.024830000,11209
12274916,40.773460000,-73.955900000,10075
12281070,40.774410000,-73.958150000,10075
12282434,40.722310000,-73.990690000,10002
12282543,40.705280000,-73.929380000,11237
12282916,40.758880000,-73.931200000,11106
12283602,40.736750000,-73.953820000,11222
12283732,40.704540000,-73.929900000,11237
12284280,40.650310000,-74.001760000,11232
12285861,40.717910000,-73.946460000,11211
12286191,40.832940000,-73.941670000,10032
12286939,40.707550000,-73.951170000,11211
12287479,40.676920000,-73.983390000,11215
12287516,40.677190000,-73.981420000,11217
12287838,40.834710000,-73.942880000,10032
12287938,40.694450000,-73.944590000,11206
12290567,40.661580000,-73.959990000,11225
12292226,40.753140000,-73.973670000,10017
12292255,40.667900000,-73.987030000,11215
12292409,40.718490000,-73.983340000,10002
12293900,40.721630000,-73.906120000,11378
12294008,40.684690000,-73.986030000,11217
12294124,40.748380000,-73.887670000,11372
12296996,40.640300000,-73.949590000,11226
12299794,40.686150000,-73.876460000,11208
12300734,40.779920000,-73.980460000,10023
12301028,40.685770000,-73.877700000,11208
12301489,40.736300000,-73.986910000,10003
12302170,40.761490000,-73.991590000,10036
12302429,40.669770000,-73.980420000,11215
12303877,40.764460000,-73.991750000,10019
12304523,40.712780000,-73.949000000,11211
12304938,40.791800000,-73.974130000,10025
12307809,40.657220000,-73.979300000,11215
12308695,40.690840000,-73.903140000,11207
12309399,40.703760000,-73.927180000,11237
12309858,40.805130000,-73.954450000,10026
12310495,40.807130000,-73.954200000,10027
12310556,40.733340000,-73.956070000,11222
12311270,40.737080000,-73.954540000,11222
12315833,40.820390000,-73.941470000,10030
12317276,40.600160000,-73.953930000,11229
12317903,40.754890000,-73.966600000,10022
12318497,40.725910000,-73.980000000,10009
12318604,40.773980000,-73.946070000,10028
12321473,40.730640000,-73.999370000,10012
12321626,40.722280000,-73.984090000,10009
12322066,40.679410000,-73.953500000,11216
12322150,40.682330000,-73.993730000,11231
12322923,40.744190000,-73.998610000,10011
12322999,40.804640000,-73.964180000,10025
12324203,40.723870000,-73.989390000,10003
12324428,40.713780000,-73.937620000,11211
12324757,40.711720000,-73.941700000,11206
12325036,40.693240000,-73.946560000,11206
12325045,40.760160000,-73.969100000,10022
12325291,40.833260000,-73.942150000,10032
12326402,40.657750000,-73.904860000,11212
12326470,40.784950000,-73.973100000,10024
12328112,40.731000000,-73.954800000,11222
12332789,40.643450000,-73.980150000,11218
12333456,40.719260000,-73.942060000,11222
12333601,40.683780000,-74.000460000,11231
12335391,40.680420000,-73.918110000,11233
12336343,40.711020000,-73.968900000,11211
12336668,40.709280000,-73.952860000,11211
12337005,40.692100000,-73.972790000,11205
12338559,40.718060000,-73.957750000,11211
12339863,40.721380000,-74.007670000,10013
12341856,40.670680000,-73.940840000,11213
12342004,40.835490000,-73.947290000,10032
12342269,40.789930000,-73.947180000,10029
12342297,40.761160000,-73.990160000,10036
12342441,40.654020000,-73.960730000,11226
12342876,40.762020000,-73.914670000,11103
12342979,40.745660000,-73.983400000,10016
12343098,40.741100000,-73.990240000,10010
12343127,40.716350000,-73.957460000,11211
12343793,40.718110000,-73.957930000,11211
12344255,40.607540000,-73.952970000,11229
12344391,40.687900000,-73.917670000,11221
12344456,40.675220000,-73.980630000,11215
12344949,40.808820000,-73.946540000,10027
12345178,40.748490000,-73.829140000,11355
12345354,40.797110000,-73.936470000,10035
12345615,40.836480000,-73.858120000,10462
12345786,40.728030000,-73.988530000,10003
12346131,40.863230000,-73.846380000,10469
12346483,40.704960000,-73.930240000,11237
12353119,40.835430000,-73.944560000,10032
12355067,40.745530000,-73.997840000,10011
12356709,40.797720000,-73.962600000,10025
12356873,40.776670000,-73.954630000,10028
12358117,40.631290000,-73.966110000,11230
12358120,40.740450000,-73.998240000,10011
12358495,40.757610000,-73.962170000,10022
12359146,40.680750000,-73.910990000,11233
12360207,40.715920000,-73.962650000,11211
12360254,40.716710000,-73.949890000,11211
12360322,40.706610000,-73.936420000,11206
12360660,40.717030000,-73.993380000,10002
12362194,40.780390000,-73.984260000,10023
12363920,40.699690000,-73.918960000,11237
12365206,40.677080000,-73.892360000,11207
12365836,40.739760000,-73.895400000,11377
12366132,40.724440000,-73.981360000,10009
12366226,40.695370000,-73.934940000,11206
12366408,40.795050000,-73.943610000,10029
12366762,40.623500000,-73.910560000,11234
12367315,40.688090000,-73.960270000,11238
12367449,40.761900000,-73.919850000,11106
12367673,40.708730000,-74.006010000,10038
12368099,40.597800000,-73.752960000,11691
12368109,40.766250000,-73.914480000,11103
12370347,40.668820000,-73.940400000,11213
12375976,40.723760000,-73.979750000,10009
12376365,40.669520000,-73.746240000,11413
12377267,40.798390000,-73.968040000,10025
12379298,40.724210000,-73.990410000,10003
12380717,40.767690000,-73.958500000,10021
12381255,40.710650000,-73.951150000,11211
12381336,40.717420000,-73.957770000,11211
12382140,40.753220000,-73.973210000,10017
12383041,40.694430000,-73.943160000,11206
12383067,40.787550000,-73.954930000,10128
12384862,40.763020000,-73.994160000,10036
12385002,40.700850000,-73.812840000,11435
12385794,40.707990000,-74.009770000,10005
12386361,40.733650000,-73.984810000,10003
12386579,40.871330000,-73.915620000,10034
12387018,40.718940000,-73.987380000,10002
12387215,40.712570000,-73.986710000,10002
12387961,40.708510000,-73.954430000,11211
12388091,40.797490000,-73.963070000,10025
12388347,40.760380000,-73.987810000,10036
12388494,40.768000000,-73.985570000,10019
12389574,40.692940000,-73.922870000,11221
12389931,40.739220000,-73.988860000,10010
12390529,40.837030000,-73.856480000,10462
12396603,40.675290000,-73.936710000,11213
12397447,40.774790000,-73.935460000,11102
12398308,40.724400000,-74.006810000,10013
12400242,40.709180000,-73.900890000,11385
12403252,40.809670000,-73.952950000,10027
12403816,40.760580000,-73.996030000,10036
12404677,40.694490000,-73.983670000,11201
12404679,40.752280000,-73.973370000,10017
12404734,40.712100000,-73.961560000,11211
12404820,40.670860000,-73.978470000,11215
12404998,40.768690000,-73.919660000,11102
12405814,40.813840000,-73.905140000,10455
12406683,40.662480000,-73.996670000,11232
12406906,40.667530000,-73.950990000,11225
12407244,40.719200000,-73.984310000,10002
12408850,40.788980000,-73.954780000,10029
12409217,40.763470000,-73.992960000,10036
12409364,40.744620000,-73.977460000,10016
12409508,40.767300000,-73.959400000,10021
12410412,40.649330000,-73.964780000,11226
12411380,40.820880000,-73.956280000,10031
12411737,40.766570000,-73.982070000,10019
12412900,40.765350000,-73.988740000,10019
12417189,40.765550000,-73.914580000,11103
12419487,40.687610000,-73.959790000,11238
12420694,40.725220000,-73.981140000,10009
12420947,40.709650000,-73.956750000,11211
12421102,40.676340000,-73.961770000,11238
12422277,40.687020000,-73.975060000,11217
12422777,40.678930000,-73.894230000,11207
12422969,40.740470000,-73.989320000,10010
12423497,40.765070000,-73.983930000,10019
12423868,40.826160000,-73.940230000,10039
12425266,40.686070000,-73.917610000,11233
12425296,40.734750000,-74.004400000,10014
12426775,40.710190000,-73.954390000,11211
12426778,40.688340000,-73.986010000,11201
12426957,40.693360000,-73.921300000,11221
12427898,40.664820000,-73.996090000,11232
12430126,40.805070000,-73.964650000,10025
12430153,40.780540000,-73.977790000,10023
12431649,40.763060000,-73.992570000,10036
12433088,40.673600000,-73.926120000,11213
12433302,40.687200000,-73.952310000,11216
12433898,40.753020000,-73.879700000,11372
12434717,40.661130000,-73.945420000,11225
12443469,40.714720000,-73.990810000,10002
12445316,40.794560000,-73.943450000,10029
12445714,40.825790000,-73.943240000,10031
12446494,40.763040000,-73.991660000,10019
12446548,40.667680000,-73.984250000,11215
12447273,40.684740000,-73.988620000,11217
12450591,40.799200000,-73.971580000,10025
12450817,40.685210000,-73.971310000,11238
12451425,40.748930000,-73.970370000,10017
12452110,40.763860000,-73.997070000,10036
12453775,40.800570000,-73.955600000,10026
12454556,40.724140000,-73.980100000,10009
12462634,40.777750000,-73.981690000,10023
12464635,40.717740000,-73.954660000,11211
12465732,40.713300000,-73.995600000,10002
12467421,40.775040000,-73.989600000,10069
12468908,40.676310000,-73.966350000,11238
12470877,40.729520000,-73.982140000,10009
12471447,40.778350000,-73.976550000,10023
12472230,40.696870000,-73.935420000,11206
12472883,40.736310000,-73.985250000,10003
12477280,40.749300000,-73.979400000,10016
12482870,40.846590000,-73.932520000,10033
12485134,40.728040000,-73.988670000,10003
12485862,40.711730000,-73.966460000,11211
12487909,40.765640000,-73.820430000,11354
12492242,40.784200000,-73.951050000,10128
12492594,40.661300000,-73.961930000,11225
12492941,40.683610000,-73.938450000,11216
12493228,40.760930000,-73.990140000,10036
12493291,40.750690000,-73.894760000,11372
12494415,40.803020000,-73.965110000,10025
12494870,40.726190000,-73.955630000,11222
12495520,40.765900000,-73.982110000,10019
12495562,40.733720000,-73.998340000,10011
12495831,40.759140000,-73.965910000,10022
12495887,40.736900000,-73.952880000,11222
12496037,40.784750000,-73.971700000,10024
12496118,40.869470000,-73.859930000,10469
12497438,40.716400000,-73.997430000,10013
12497757,40.712000000,-73.946090000,11211
12497783,40.801500000,-73.966050000,10025
12502633,40.667000000,-73.992330000,11215
12504542,40.679080000,-73.973330000,11217
12505852,40.784060000,-73.984310000,10024
12508552,40.719410000,-73.997060000,10013
12509350,40.721910000,-73.944050000,11222
12511986,40.816140000,-73.944290000,10030
12513217,40.784610000,-73.977870000,10024
12519042,40.685100000,-73.947930000,11216
12519645,40.788090000,-73.953330000,10029
12519757,40.799040000,-73.960450000,10025
12519774,40.661270000,-73.991540000,11215
12520066,40.730460000,-73.995620000,10003
12521735,40.700300000,-73.899830000,11385
12522024,40.726260000,-73.989400000,10003
12523287,40.719150000,-73.843970000,11375
12532453,40.715130000,-73.948480000,11211
12534110,40.695310000,-73.983060000,11201
12535946,40.794330000,-73.965180000,10025
12536976,40.729810000,-74.003480000,10014
12537157,40.697580000,-73.934930000,11206
12537221,40.679470000,-73.964660000,11238
12538440,40.814980000,-73.950780000,10027
12539250,40.761480000,-73.994890000,10036
12539359,40.780930000,-73.951750000,10128
12542485,40.749300000,-73.981320000,10016
12542544,40.762310000,-73.995200000,10036
12542909,40.747060000,-73.920760000,11104
12543988,40.711830000,-73.949180000,11211
12545436,40.832710000,-73.940070000,10032
12546799,40.691750000,-73.955540000,11205
12547169,40.714860000,-73.948260000,11211
12547357,40.670450000,-73.958950000,11225
12547481,40.765890000,-73.980680000,10019
12549290,40.705920000,-74.009280000,10005
12553612,40.713530000,-73.952610000,11211
12554945,40.823560000,-73.954570000,10031
12556300,40.762530000,-73.989390000,10019
12558102,40.697560000,-73.938930000,11206
12558307,40.752070000,-73.973510000,10017
12558745,40.694520000,-73.928070000,11221
12559933,40.682880000,-73.935260000,11233
12560110,40.700050000,-73.895200000,11385
12560137,40.823020000,-73.944770000,10030
12560942,40.741370000,-74.003990000,10011
12561615,40.757090000,-73.963270000,10022
12561681,40.765320000,-73.961500000,10065
12561755,40.798650000,-73.964190000,10025
12562075,40.706660000,-74.005290000,10038
12563738,40.802760000,-73.949760000,10026
12564287,40.891180000,-73.849870000,10466
12566262,40.757560000,-73.993180000,10018
12566957,40.690650000,-73.937080000,11221
12567631,40.684590000,-73.949930000,11216
12567868,40.729970000,-73.980090000,10009
12567993,40.700760000,-73.923710000,11237
12568401,40.737640000,-74.001460000,10011
12568741,40.734320000,-73.997200000,10011
12581875,40.663830000,-73.982520000,11215
12582348,40.770400000,-73.917010000,11102
12583907,40.800150000,-73.937640000,10035
12584072,40.623490000,-74.075960000,10304
12585015,40.755000000,-73.966710000,10022
12585126,40.733260000,-74.001860000,10014
12587017,40.784340000,-73.978670000,10024
12587102,40.714680000,-73.958410000,11211
12587698,40.686010000,-73.911670000,11207
12590077,40.668720000,-73.989060000,11215
12590964,40.683740000,-73.967190000,11238
12591059,40.657850000,-73.960680000,11225
12592427,40.726350000,-73.802370000,11366
12593389,40.799800000,-73.960980000,10025
12594614,40.824710000,-73.943320000,10031
12598128,40.798950000,-73.959490000,10025
12598446,40.798600000,-73.962290000,10025
12600198,40.764940000,-73.927520000,11106
12600583,40.783050000,-73.953810000,10128
12600938,40.801180000,-73.945130000,10035
12601401,40.764650000,-73.926250000,11106
12601807,40.800730000,-73.944650000,10035
12601900,40.674260000,-73.939680000,11213
12602212,40.686010000,-73.917720000,11233
12602408,40.692210000,-73.938230000,11221
12604187,40.753690000,-73.966320000,10017
12606349,40.788800000,-73.942470000,10029
12606676,40.662230000,-73.959550000,11225
12609695,40.761880000,-73.917660000,11103
12611122,40.686720000,-73.975550000,11217
12619450,40.635680000,-73.973830000,11218
12621050,40.812510000,-73.954120000,10027
12622115,40.761920000,-73.988170000,10019
12622845,40.744310000,-73.920240000,11104
12623332,40.677760000,-73.974300000,11217
12624890,40.810270000,-73.940800000,10037
12625113,40.824580000,-73.951750000,10031
12625717,40.649660000,-73.964590000,11226
12625934,40.828590000,-73.949700000,10031
12626567,40.692850000,-73.927030000,11221
12626663,40.808540000,-73.943050000,10027
12628500,40.751230000,-73.879930000,11372
12629865,40.686340000,-73.944140000,11221
12630337,40.714120000,-73.989840000,10002
12630697,40.695080000,-73.959520000,11205
12630799,40.705950000,-73.908710000,11385
12641611,40.674660000,-73.977110000,11215
12642845,40.662710000,-73.988180000,11215
12643171,40.715860000,-73.948590000,11211
12643924,40.654470000,-73.961220000,11226
12644989,40.793760000,-73.967340000,10025
12645495,40.761070000,-73.866640000,11369
12645769,40.820950000,-73.940070000,10030
12648471,40.664550000,-73.992050000,11215
12649685,40.730810000,-73.955510000,11222
12650830,40.691860000,-73.940380000,11221
12650991,40.695270000,-73.947840000,11206
12651245,40.687200000,-73.957730000,11238
12652765,40.750400000,-73.987750000,10001
12652786,40.694090000,-73.948150000,11206
12652833,40.729940000,-73.994550000,10003
12652939,40.700680000,-73.919850000,11237
12652964,40.681980000,-73.953470000,11216
12653674,40.818100000,-73.946320000,10030
12655465,40.721760000,-73.994240000,10012
12655523,40.696170000,-73.911190000,11221
12655931,40.774190000,-73.930170000,11102
12656371,40.711850000,-73.947380000,11211
12656785,40.715720000,-73.953760000,11211
12657039,40.711940000,-73.957420000,11211
12657527,40.666120000,-73.936960000,11213
12657888,40.801830000,-73.963730000,10025
12658099,40.745160000,-73.995900000,10011
12664893,40.809910000,-73.942730000,10027
12665113,40.681000000,-73.988820000,11217
12666669,40.782650000,-73.953640000,10128
12669490,40.647410000,-73.925880000,11203
12669603,40.660970000,-73.951550000,11225
12670809,40.713510000,-73.964700000,11211
12670883,40.691220000,-73.934950000,11221
12671359,40.784200000,-73.974670000,10024
12672036,40.767470000,-73.986130000,10019
12674423,40.657010000,-73.958870000,11225
12674934,40.763580000,-73.993000000,10019
12675052,40.739800000,-73.982080000,10010
12675481,40.799910000,-73.936300000,10035
12676400,40.765080000,-73.920400000,11103
12676434,40.779630000,-73.948970000,10128
12679172,40.811710000,-73.954910000,10027
12679291,40.759650000,-73.990350000,10036
12680171,40.719330000,-73.849840000,11375
12681206,40.739440000,-73.926870000,11104
12681210,40.674280000,-73.943730000,11213
12681730,40.741870000,-74.001750000,10011
12681868,40.770080000,-73.928780000,11102
12683452,40.677980000,-73.937340000,11213
12684235,40.861580000,-73.923930000,10034
12684394,40.824690000,-73.940290000,10039
12684755,40.720420000,-73.998440000,10013
12685482,40.826170000,-73.951730000,10031
12685533,40.678580000,-73.937130000,11213
12686241,40.694150000,-73.948100000,11206
12687169,40.676870000,-73.978480000,11217
12693458,40.712490000,-73.946740000,11211
12696421,40.761610000,-73.962520000,10065
12698900,40.716940000,-73.956280000,11211
12699413,40.713320000,-73.940710000,11211
12700609,40.796130000,-73.966380000,10025
12702755,40.711870000,-73.988780000,10002
12703851,40.686780000,-73.961780000,11238
12704159,40.707890000,-74.015210000,10006
12705155,40.672460000,-73.991640000,11215
12705303,40.774580000,-73.951160000,10028
12705519,40.831700000,-73.942900000,10032
12708671,40.763440000,-73.992900000,10036
12710376,40.748390000,-73.888180000,11372
12710904,40.766250000,-73.953900000,10021
12711153,40.749030000,-73.829380000,11355
12711232,40.827300000,-73.949040000,10031
12711351,40.748070000,-73.827750000,11355
12713090,40.733990000,-74.005490000,10014
12713289,40.636700000,-74.015160000,11220
12713863,40.747760000,-73.888270000,11372
12713950,40.815670000,-73.959510000,10027
12713995,40.748590000,-73.886280000,11372
12714891,40.782930000,-73.946910000,10128
12720048,40.688070000,-73.923480000,11221
12723066,40.750300000,-73.981440000,10016
12725523,40.708320000,-73.953360000,11211
12726907,40.715020000,-73.947490000,11211
12727438,40.706140000,-73.949830000,11206
12727779,40.703240000,-73.929430000,11237
12728514,40.824400000,-73.944000000,10031
12730083,40.699610000,-73.841580000,11418
12730434,40.688310000,-73.956020000,11216
12730600,40.705770000,-73.951930000,11211
12731689,40.742100000,-73.983190000,10016
12732671,40.625510000,-73.935450000,11210
12733430,40.716960000,-73.953820000,11211
12733742,40.825550000,-73.951590000,10031
12734487,40.824330000,-73.950490000,10031
12734936,40.693550000,-73.933610000,11221
12735625,40.864680000,-73.922090000,10034
12735969,40.693010000,-73.930980000,11221
12735986,40.759530000,-73.911820000,11103
12736761,40.828630000,-73.947570000,10031
12737192,40.823220000,-73.940020000,10039
12737335,40.834200000,-73.943030000,10032
12737660,40.704740000,-73.938120000,11206
12737915,40.714010000,-73.936720000,11211
12738047,40.799970000,-73.965290000,10025
12738346,40.764210000,-73.921380000,11102
12738473,40.778730000,-73.949170000,10128
